input,output
0b21+(c20c)10+/b(((c-ab)1aaab(1((b((ac02aca1+()))0*1-*/2/+1cc)a()bb*)2)b*-)(-*ac00ab*bb/21a2(10+10)*-b)1+1(10)2b*cb*bb0*)b2+a)))(c0b/c/(b*-/0a1c+020a(+-b0a+/2bc2cca12(+b2()+-)*)*1-0((-(1((/c10*a)/b0)2())ac*/c1b/)2c)(c1*-2*)c(++))0*(2)+(b0/1()2-1-2cba-+/*)2(/((1)c1*aa2-c011b201())ba2b2(/((0)+)0+a+1(1a0b-b1*2bb(1)/+b)))(+/a+)1()(*))2)()(c(0)))0*22))-/0a+1)b1+)0)1)c00)-1(+1*a+*(c+0caa*2bab(-((*0)a()))0+a21/0(+a0a-())b1(c)21)((b(()(*+a00c-+1)*+a+a)(2-0*ca)2b((a01*20bc1c(*a)0(1)21/b+*)-bb12a(/bc)(b1)/10/-2a+cb(0c/*+*+10+a00b/c(b1a()1-*(a*1a*c+1--cc0*c(2c/*(c)ba0((c+12-(1+((0-+)-1b)b*/2c1)*0a1)c+*c*0cab122*(b1(*a+0(*0(2-+a-0-/+1c)0+)0((21+2a/ac(+(a(10((*2101a2b((101-12+0a)*)a-*-aaa-(0)c2aaa)/+/)0())c-c(-aa1acb*+)0aa))*0*(*(/)bcc+(a)0(/((2(+*)a)/c)1a)10*a-)a2+)/(012cc1-)b-1-a+-cb)b)0b)b1))00a0b20c-aa(2b*/(bbb)21c0/1b0bb0bcb(baa-)/))/)+1-*+b0+c+(+(,incorrect
)cb)0+2c**0-*0+bca1b/*0-11-/(*1*0a))1)bb2)(c10(1(bc1+)01a/-ab)+-2012a2aa0)+//-b-/+1)0)//b1a+1)c*0(()0)c1bb-*)(0-((/ba+1c((bc+(()00(a-2((+01a(*a22b01)c2ab1+00b(-2200/+/)0(+0(cc(/(2+a(1ba(+)b(1(0((ac0ab(b+c-b1(-accbc/)+b110-c(2b)(((*0-aa+c0)1(1-a)02(0)/(a21(c21)/10c2/0()(((21c-1(+*-((cc)+(a)a/2c/1bca)1(b)aa0)1)bb2*)a-0(/*ab))//)c20*2a)/()21-)-c1(aca+2a+c0a0)*)(***)1(2a+2a(+1ba/0*cbb+)b0)+21(c2(-1bab(*2*1*12(1*0(c*2-(a0aa00c-a)2)ab*/)a12-cb*)+bca)cbc+*-(01a10)c()(-)+cb(a1211/0(1(1a222/)11a*)2/a0b00bcc-2/*(0(1c)1/a)(*)12-)b()-1a)(/20)1c(0)c-acc0+a1(/*(+((*)-*(2c(+1c+(1(((b*+)/1cb(0((*/b11(2212((-ccc2+2)0cc2+/0))/(()))*a(ca(*((0((/+)+a*ccb(+*-)c/1(2*(b)10c-(/(((2b2-(/+-+)1/-c10+/(((*-(+b0c)c*0/)1c)()*)22+(-1*21a(--((*a*+)*20bb2)2c0)-1(-1/b2ab(-()1c/(,incorrect
(,incorrect
b(((0)cc)))(0c(/1bcca(a1)-0b/*-/21b0-*0/b)c0b12a+/(1a))()(0/-2(2(1++b-ca0c)0(1bb2/a*(()/cba*1-2(*bb(-))2))b()/((()1*2)1c(2+2))()0020/(2b+c-1*)a)bc1-ab))c(2)/*0)c+()bb)()a0c(*c(a2b10)10-12,incorrect
b0a+c/0b)2-)0-/)b+201)c2c(+*c)b*/(1a(c10)-(a-0)0b-2(-1+a11(+ca110b+01bc(10a(--()2bbc(-c-)a/-bbca0cc0-*11(21(+/b**1)0(/2b(20c/-1b0b+)*()1)-+21-/22(c+(*))2)21*)()(--1+2/1b)(ab)ac1*0+*1a)c)bb2-/a+c-1c/-)/+(/20b*c*))b1-/c0+a*c2+(/c()(+*c+)*a1c0-)2a1+)*()1()12-)102/c))(2010(a)/2(b02+/00))*002*2c20cb(cc/*(b-2baccac0*/ca)*((0a)b)1+c(2/*/(b)1)0ac-a1(-(/((c0+)(-ab))++cc00*002+1((0c)b221)1*a(aa1a)a-*)--/+*(*1*-((b(*0212)cb120(c0+22cb*01)((*)--*-20(+2202)*+c)2ca1)-220-b*b00)/cc0-2+(-/--a(b/a0-()a10/+a11/c)0b)-*12)-a+cc)-*20*)11(0)20)b)aa1*bb1(2-(b)1bb0)-*(*0c-0)c-c)bc//(2c11)a2bba/)/+)c02)+(2(b02-(/21(/b0)1)2(ac(a1a-(+)ba)c)baa//2/)a0+-(0cb/21--2*(*(2/*aa(+2002(+a(*b(()))2)0a/c()+22ac(aa*b/-a-a2c)/-+2a)0ac0(21)(c))()*,incorrect
c1/a2*(/+122b111(0()-)(0+a0-2)*/*)+/0-/0+/-/(aac(-+c+1+)++(+a1112*bb+ca)*(*b0b)(1*1))-+-aac*1()*ab1+a1c1*)(ac+)))b/(b)+/ca2(1a-/(bb(aac0(aa-2/*1)1)-2))a(-01)-/)*b12)-(0ccbc)0)0+(0)(+)+2/*2*0cc(0b))-1c*b2(*))c)1+(-a+(*-2a-/bbbbc(cbb1-*c0()2c/b()*)ba))0)*)b)2b121((**2)bb+())(*(1*/(b()/(),incorrect
ba(1(2(+a+1()1/2/*/b*)2(/(2)+))b1(*()(c+(0)+*(c-a+/+ba10c)2b0ba+)1c(c/(a0c-/0c*)a-*1b-)0**(2102+(1(00c))1(c12)b2**(/2(c(+-bc*-0c2)(+(0b(+-ac*a*02b1-)c(*(02a2()10+(-2+(())2b+-(a1b)1(-c*+c-)c(+)(c/c0a2((+)0*caa02a-()0bb)b*)b/())++*-0((0(b-0a)0c(c+/220cc)/01+bc/(cb*2)+1(1((bb)()2a2b-)b((+a*)/a/)ba0(0)2*)1c0))(a1bb/2*+ac0)010cc2**b+aa121((ab0((/+/*ab1c200*a+cb)/1)c(/1/ccbb*c2-0-a((*/12/c21ba10)b+0/)2+1)11)01(()b()0)))cc0c0(*0)1))cb-bb0+2b0b(+/((+)(+)(-0**001221)b-1a(2a/2)/()cc-*/)()b)0ab)b-/c1*(-/*b0c1+221/2(cb(a*))-/2+1c0+-b-0)+b/-bb1(-)c/1)b(1bc0000*++12*10)-cbc())(()0)12)*(b*a1-)20c(0/+2((/)11*a0ba)a+)2(--(2ac(1*02+2-)0*)1b-(b+)(1)-+0+(a+a((1a0)((/(/*)*2-1)0*(*0+2*1()2)1/(b2)b2+)+())2++b)c*)(/)(cbb21)a()12/c2+b)+1)b/*-(a+)1(/-c*())*c+1-/)/(((02ca(22(0/+-b)bc((2(2-(*2(c2())(ab/2-a/*)a1))2/c10a0bc1(-+0*(a1b)+*/c+-)(1/)-0()(/+(0)a2/(b())(bc0a*ca()2++)c(0(*a/22b(b0//)1)bcb*2)c(((a)2*bb-+(()(((-a)2/*2/b/2)1(2c02*-(,incorrect
c/a((-caa-/*200-2-1a0b(ac2*a/c0)2(/)11(/10a--bc-2a00b)a((+10(/2abc+1(/102c0()+2b)c(00)2bb1((2)-b)a+)(-+1)-a2/*+1ba00a(c)(-*0()*(b)2b1*bbab)-b/()a00c/-c(0(1-2-1+-122(c20*)*()b-)(b-a021(cac/0)+**0b(b1)1aa,incorrect
)b+c/cc(b+1(0)+)-)()(1bb(+02(+21/-*22(b(a-*)((-/0(02aa(/2)(*aa-20()(a*b-c*a(cc*a0c1*2((bc/(b0c)-1b-c2))((2+01ca)1)-/*a*c02-1*(()a*)+)bac*ac+ac02(cc1b12c+)/-)c0b*a(+(12c)1((/1200*(a+-1b2a)1b0-+))-2(-b+bbc)/b111000(2a*0-2((bca/c(0a--22aa(+(a2+()/+)00+)2c(((1)20bbaa(11b()0+2a)2)a02*b02()+2/b/)+))--2+ab)(+b)11a11)*(2-)*(1c2((1((*ca-+)b(+a-c(/))-+-a1(c-11-21a*1(0000/a0-0cc--a+c/0ab/)a-/--a)aa)))aa0))(-0aa0))/1c12/b(1c)(+1c(*2+b+22210)1/-b)()c/*1++a02-(0**)c*c1(ca--b)b*11/11a1b-b-0*1/(ba0bcc)21/c)+cc((//b(a0(/21//)2-b(b2)2b*(1))a1)21a(-(b2bb0a0c+((22b1)2a0/ca)022)2cac/b)(a11-1b(+)02(a1(0+*+)++0**a/c*)-)2a)(()//+cb*-a))(2/b21a()/0((2a(c1b+a()(/1a+)/((c(2)0)(-+)a/a22-c/1+a)(a22*)02(*2b0b)/(-*(b2b20baa*(2b)-))1*a)0b()**0*c1/a//*1/)-c*2c1bb)c)abb(b0+c(0))2(1cab0)-/20+b-02**-a)0b11c/(a1cb)*/)*()bb110a*0(*++/20b)-/-1(0112ba/a(0*0a)/1(01a++a)/*0c)0c/2a*-c/+/+/b++-bac10+)/+b-*a0)c(0)(0)()02*(cc((2)b+*bbc10122c()))+c12((0(021*2))/2aa()0*)1/2b+bc(-((1(2a*,incorrect
*2)*0()((2ac/(12(/22b+cab1(/(*+2-2/-ca11*a)a(c)*12)acac-ca1/ab++)0((cc(1200b(012*2*/a)b1)02(2c1ac0(2(-/b)+012/cb(/+c(/2*2*b/1bac+/2)c))--))((2-12bcbb2bbb0c*)(b(-12*b(2()a(-ab*+)c)/*/1a+(+(*(*)2(10*2b+*)c1(bb+()(b/*-()-b)(0--+/12-a)a(*ac2)0)*(a))(a+)-/0/**0c(2)-+(b//bc002)000((-*1a0a(+10+2a(0-bc1-*)2(bba1c(-c)ac0c0b1b+-))01c0a**b02(/21aaa*0+*10c11b1()()(c1)22(+ba1+0)*,incorrect
+-/b(1(20/10ba//12/00(/10+2+2/a/00a/aa(c0(0(0cac(0(10)c2/)aba)cc))c2)abb(*1a//)a/2)/())/cbb20-()))a)cb(a(a)1ca+/a-1+b*c/)(2(*+0)-+a1/11a+-)bab0(c-ba(02(2*0a*bbcb1b*/b/120c0c20-a)-ab(0c0a)+b)1)2b1)/)/))*()b*(/-)0b2cab0/)bc(+(aa))a/)(c)+ba)2/2+c/b1aa*1*c/2,incorrect
2*2+c1()-)+1aa((2b2(01c**(0*2c(c0(a00+b+acac)22/(1)0a)/b1)b1bc)a2c*b+2/ca1(2b0**a*bc(a0)1a(0ca22bc/a)c)(120,incorrect
-+(((02b0*20)02c1a(0(+)b-12)+)ab++-()020c)/a/20a12ba1cb-1/1b)b*ab(1/ba*+2a+1b(*0)()*/)/121+)0+a12**1c(+))a2-b+/(2c)*0-1(b(ccb-()(11()ca(*2b(1c1)*cbc1)ba001b*-0000c1+((1c/)((c+b)-c2-2)++a/)002a*c0/0/+)bb(0c0(++()a2()a1()-c-+)*10(0)0c*1a/22/-/)-a0)2-1c)(0b(11b*-ba-(()-1((0/)/a/2-(-(1+2)((b(c)0((+())*10*a/)01/)2-(-((2(aac*+((-**b-12--1/c0//0b+bb)2(*()(/b(//)(/0b)c12c+ab0)c))ab0(+b)1a12a()(0(2*(**c(-/*20c-*/1ab1/*-(2b2b+b*2c2))))+++bb-a+2/(a1*)1b-21b(20)0))a(++0+b*c*))(/*2c()/(bc1cc--0))0)21c2bcac)1+(+0c+b(1c*+/)(10(/0+/b0/*-*(b)++c(b02-1/)(*bcc1a200b(/(((/--(()2))c)2a)2-11((1c2((2/2+*+a1cc1a+**-b(cba1(a/1+2)c02cb0-)/(+*a*+202cb(-()0a21(0)+-)a(22bb-ab1)/b((*+a02*10a0)--+1-2/(c1b20/**01/),incorrect
aa2((*022*0(010c1)-a)+)+)/)1-(0*/12a)/2b/-()0c20-((10-10)ba/1b+-1)+b12)*a21c)(*c-)*0c)((c-/ac)*/c0--)0(1(/b-b-a1()(()aa1(02/)(c*c)b(0(2bc2a(*0-)1c12a+-)c))c1a2ba212))(1c12**0(1c12ab(-)2(-bc/)(1)))-1-/2-)1caa)(b2b-))/(/c1)(b1//*c+aac)002)/*)0-(12())cbc2)2(c2/c2c0)-*+)bc)0cb-2(2)01bac1a)1//212+a(*2a-/c/1a01bb)a1)(c1b2a01(1ba(()*b()a012)(+(11a+bc)+2)((//((*accb)+0)/ba2c(+*/)c(*)c++*((b0)-)a0-0-a*/*02b))((cc0+-aa(()/20ab*1/)a0)0*((()1b0c*+--11(00-))a(((+/-(*1-2-(-ac1-/1()c)010bc11(1(ba/(b(+0)bb/(2*+/1+a10*)2c0021+-0/*0+)(-0(+bb0cbca/(bb2b)1c+0ca)a20c2()0(a)220)0cc1cc()(11(*1-b+a-20+aba2a(02-)ab02b-0c0b)-)a2ca++aca)c0c/*)(+/b(1*0aab+c-)*b-/()a10/bc120)(0b-2/a/()-(1+)+a/(20+)/cc1b)*c)1a)*/cb)/0+c0,incorrect
1(2a/c/11*(1a(1(1*bcc(/*(0)-b+ac00aca(2/abaa)aa+-ba201a0b/-+(0/ca(*b+a-)c)+)(222)a()c0b(cc)2(2++)c(c)b2a+(b2a2+a/b)2*-c20a*/*c-2/)1b2a0)c*)/c001--,incorrect
2/----cc)1c-/*+(cb00-)a11a/*2cac+c)a1ba))21(02(/b*0-2(+)(c/*02bb-(/c(a1b2-)1c(bb2+c)/1b(2a1-**21(c22b12b*/)(10)0cc/bb02a)a*aa0aa)/(()0(*(1cc2+)1ac+-)))a/b1/(+a0//)+1)a1)0c*)/-/20(ab(b11+/ab0)a)(-(/(c1a)1cb-1-)1)(a)2)0b*/a()0/c1cbac+1/c2ba-)))b)a1+)2)(())(*)0(a0)))(ba/0/+-c020+(0+-10)+*b1a0)b*/)a2cb12))2202()b)+)-0-/2*-)(1)+1/*+c0-(-)(1()c01*(cb)0(c1))002c*0b+(-b2/a-((bb()ab*0/(c0)+1b*-b0c02cc)01+11b)aa)c2/**c-2b01a/-)))+)+01(b0b/-)0ca(20)/*(bcc+2-()+(aa(+a2*-*0/2+()0(2)+-20*(+)*+()1*c-ccbb+((1))a*2-((cbb(1(b0(+1aa1(1(2a(/acbac2/2b)1-(-1-+a/()/2)2c)(2-cb0-b-1c20+//c)+/c0(1c/10+0b))ab//a*/(((*22aa((()c+0/01(1)c11)1((b022)001/2a1a(c/(2(0)-(/1--2(()+a-b)(0)//2/)a)0/0(*-/aa(2c/)))00-a+10cb2(0c((c((c)1)12(a/()00+*(b*2+ac1+/b*))(0012+(0c2/a/(2/0)()+c/2a((a*)c0/)1-a*c)*a)*0(/-0)(a-*bb*+21ab)(/0)b(+)b-+b2(cb()c/*/((/2bac)b)/b22*c1)-a+(b1(1(/0a2*()aac))c(11())2,incorrect
)(a(0)1*/ac(/-/a2((()12)b*+cb-+)02(/(0**2ca(a-2)20+)(*-)-a-b)-((*1/bc+0a(*-c1(-1c)/1/2cb+bb0--/)(*b,incorrect
c010)20)a)01(b/+c2(,incorrect
/c(c-(ab+c**)22)(/00++)+b0((1b0*/*/ca)ba-)*a+-(b*2(-11b0++0c01-02)c+*cac*ba21-ac1)0-)bc+b*)ca1a/b(bcc)00*)c0+b/)(ab)b))/(b0--(1/a)b22-b10/1-(*)))+1a--+()1acc(c(21cc)c)*10c2+b2(((a22cb1*1*c0)222a0(a(1bc(2abbca*)/1/1((*b//a*)(1a)/)b*002)112b*1*(c/0)1+(1+-/*+-bbc*/c+/(12a)+(a-02(2cbc)1cc)+*c(+c*b-(2aa1b+)1+c)ba-c2c0)-+-))*c2a(2cab)(*1(0(*a01+*b*200-1/a)0bab(c()a/)(01/(-a)*+)a-0a0(c(+)(2-c+)((01a)/21(a2)+1)((b+)))2)-a1((---b)()1/0(2(-01/1*a11(1*1c+(b0bc)(*))bc1-a((ba2010)22(-2baa+)+(20*)/*0))ca)0(/021a12))*)(c0(-*)121(aa1(c0(01*cc))-b)+-*0++b2ac(//1c2*/c-/(bcc11,incorrect
/a2-*(+1((/cc+)(*(a(+a2(1+2ac(*//)*ac*bc-/-)b*aa*1c(1(()*0b)b(*1(0((/c*2(acc(+)1*c//)-b(2-*0)-b++)1+(a-11*)()+1**)-1b0(--b+(-1a(a+20c)a)(((b200*)+bc2)()c)bb/b-)bb/b-2*aa210c1(0/a)//c/*))+))20(0b)a0*b+-1)*2*)b-)/b(/-)+1-/-ba(/+b+1b(*2)(++)*(a(1)1+c)+-c()1+c2+b1b0/0b*b-(*b0+0-b*)aa(1)00b++((01/1(/1)),incorrect
(a))b/b+20))(0ba)2*(11/-b+c)0(-(/20ccc(b(0)-bc-20/a0(11c02)b(0)+-+c*b)1b-c(/b1c+)+cca(c2,incorrect
b-)a2c1ab+ac)*-(100/2-1a/(0**)b))1b1(c)(b)-2c(2-(/c+a(bb0-)ac02+cc0/c)*21+//0((b2b0(()*/)2)+b*c)(1b)(10(12(0bbc)21-+(22bc*a2)b*/)0cc)2-0c/-*-(((c)+**()-0)0cb11))2/)b1bb+(/11a-)0*+)bb(bb+(002b)c02(0(-c/2)(/a)*c+)a2)+)+((0())2(c/b1-)c/c0c(2b*2*a2**a0c(+1-ca(*(+c(+)2)+)(c+1)/)2)-0ab*(c0c/)2)(1/0)*2-)(a))/))c-0b0*(a-))*2)000bb+2)1)+)(ac2-(**-(**)a11a+0(*-(a++2c1(1)aa(+2a1b)cc)(b)2c+a)1)*0(2c1)0(+0)11b1c(2(/2b2a02b01221)1+c1)2a0-)-aba2*2(b02/a1(+-(bcb(2*c1-)11001c/)ca1)01(1*c)b(1ba/b/b0ab)-)//2ba((((+a2-(2-)/(1ca())c1)/2+/-*)02c1c2a/2)(b0c/-+a/*-)0)/(ac(*0020a-20ccbbc-11**+caa0b(b(-ac-0(b/-22(b)2+((1)/)(2/**c/-c)/b/c-c(*(bb11(1*21(/ab2b/-0ac(c-*1c(*(*100*(2(-c(*()c(,incorrect
-)a-*22ac))ac)+1cb)2-0-1))1++/b(+-2c1+-2c-ac000b()1*)b(10c(c1/b0+*0))a)*-02(-++()+/0(aa(-((a)abb-(/(a)-0ca*a22c-bc/()((1+)*02/a2c)b(1/2c)*2))(2a+(c(-)ca++1/)(-)+*caa)+(+2cb((b//a)(102a*212)1(0/)2*(--c)c)0()/c(+)b/1)*cb20/b**(+0-c/)(2(b2)00*1b,incorrect
)0ba)(()2bcb0))c1(*+*2))(1b)*0(a*/2a()01)12ca))abc*b()*b/)b*-1b(b*+))a)-)*b+b-*ccba2a/)cb1b((+b112b(/2))ab(-1((*a100aa)((/)/(aaa*101c2-)c1c2cca/(0)a0cb0)a)1c(1*-((+2021+a22)c(*200+c1c/)*ac)21c01)*1(())c221((a+-+(1bb02+b(((2)c,incorrect
a(1/c((/0b21(+2/c2010b1/*/+cbc00-2+/bc()c2)ca(-+)(a*0a2bab(0(((2cc(1))b)+)(/++2/+)cc2a21++(+c2-b1)(20c**11c)2))b1*b/(c0/1)0c-1)/*(/))(22a2b()((b(-b0)ab(c-)*)2/)(b1*(2(c((0)a(/--)cc1-ba+b(102-2-(0)ac)c*b1)(-2a-1)c()b1/0((0bb+)-)bc()(21)((0a10b20c*(+cc-b-b+ac-)(+b)a-ac)(0cc+aa+--)+)b*b/)a(2b0+bbb(b)/02*c/21+(caa)*-b0)+*-c)((2a(c((*0/b(c+-)(ab*0caa0a(b)c0)-(++)00c((1-a(0)1(b(a(a(a1a10-c0*,incorrect
((0/(*1(21b1*++1(1cc1b2b/)/002c)bb2b-((2(02)ca*a2/a)b))-b2+a)-+c)1c)(2*+b)-+c0c))*)-)*)0c)cab0((*a/1)+1-22c*/)a00*+1(a1a0))0)1)b(1)-11b)(/c0)0((0)2*ccc1+2cb(//c(b(+cb)ba2bb(0c1(21)(2/2(11220b1ab)2*c)*22*)bb12(*c0)*/)c+))1c)-ab2)0*-(/a1-)(1(2-a((1/c(2+b++)10bbb(a-+)aaab2)cbbb++(a)(00a0))cbb)0)-))12a+0c(-21*a(a0+c/2()(0011/*/a1))*a*a*a*(b0a1*/-a-2))01(1*))a*+/b/b21c(2-1))a0/02+)0-0(-/b*)b(/)acb)c(2*0)b2*)c-0+)1(b1*0)-+1+/*()2(*a/+1)*/b201-c*c200+1c2((*-+/b0a*1a2a(1)1*2211)bb(c01/0-2a(-+c2)0a1(bca,incorrect
c+(c(*+))2-)+(0c*2/+2*)*(((*b(1(1-a+(1c/a((/12a*)2-/b+c0b2(0(/0(0/(2()a*001**a(012-)(aac/c-)a)())/+b(0(2a2)21)/c**-/c)-)2bbc1011)-)a*c*+*)/012)c()*1*)(a/)2-12))*00*(-a1+1*a-bcc11(011b-a((0(02b(-++)-*2+)(ca0*)c1)1+)+*a-a(12*b*1/(10(aa012-*a+)c(1)2/a0()0c1)*/bc((*))b0-a0)-+)(0((2(-b(/c-bc(c((+22a()/))0b)0ab*ba1)1)1(2*(-c)*2)+**-0((a))2(c0ba)(aac22(c2bc*)-+)))1/0/b/(2c)+bba*c(2))(-+a2a-/)+0b)20(aa0c(-a/2b-c1(0c2(-(1b1++(1/((222b/+(b0ac(b-c+02a(bcc)-0)0b)-ab2-00+*(*a(20(b)c2ab*)---)2))1c*(-(b))2c0/a(2aa-+b(0-/)acc))1b1))*a)1)b+*2))2a(0)(aba1cab)a2-**+2a-,incorrect
-c2)+c2(b)*()(1c((2-0accb(00+b-)0b)-++a/22*(b-1((0a(a1(+1(ccb0ab+1(ab)-)c/(/c2/ba*0c)b(2/*/bc+a*(cc0b)c*0)1cc-)c(a(b1(1-((22ab+//0()()b++(c1/2c2a-)a)(0021*+b(0)a1(2)2+)aac2*)))(2(+*-211)0b2(aab))bca20b1+()2(c2b*)2a)(cba+))2+(c0--a)-(/-20,incorrect
1)c-(0aa()12+*0(2*))-)ca2())0-(a)+(-*)1)02+02a(+c0b/ca20)2-)-*(c+)(cc+1)0-0/10b+c((a-*c/+((2b+2b02(+0--*/0)(-012-(cb21)b(0)00(12a/+1bb01-a(2-(/(-(/b(22//-)ba)-c)2a0+1c1(c2a22/-cc+1a*+)b2-/)//01ac((a-bb++2a++)(*a)/1b-aac-/ab*b()+2(()(cb*(-0a(2(2(ba20--c*a*aa(1-/cb12-)+)(2(20(/++1b1*bc12cc--2-(++)bb1(210c1*()aca)bc())-1)(2)*acc22)/c*-21(((0))a(b2a+01+a((ccab/*((a)b0b(/c/22)ca)/(1))a(0-2)))(2(102a0+b-(1(2(ab(a)/)2/+a221*10)b*a(()bb1c-aa*1-1/-1)*bbb0b1*)(-cb1)0ac()1b1ca2-+20(--0(b)(-*((ca+010212c(b(a+-)()/)*1c0*21()*/abb2ab)1***)(2*+a2)*(a**)c2a2/2c22(+11*a1b1))*2-a+-)1)+--(bcc2)/1b(b(1--a/bb*+c2+02bb)+((2/a2*/c0()a2)/c2(*+),incorrect
0//+)((2(b))a0--)*a*2+0))a(b))))/02bb2(babc)(**)*)a*c/0/b)(1*b)a)+)-a(c2b01a()(a)*b)*c)00*1(((00)1)c)()))(2cb21*))*)a-a0ac2c-a(c--1a+)1(0/ca)1++*1bccb+-)b**2*-**/*++1b*20(2b/0)**c2(1(*(a-/)cc(cc/0b(()c2)a*aa-(b--)0cb/b/211((b)12-02)2b0)((c)(*)(bca120//1()))aa2)b**)a(bc(+a0)/b*(0+a++c+(1(a)b(*)ac/(1c+22b(10-c)bc-/0bc-)/a)a((-(-+((((2000ab)a2()1a+0/+c(*(2*2)2a(-)*20c-1+2c11+10)-)1c0(1+)1c+)a)cab)(1*-b-b)-2*21(2-a2/,incorrect
c/-b(*)+-)(-*)a1+*22a(-c)ca((01)(ca0cc)(1*0c)))2*))(2c(()(c()(aa(2(+(a0/0)(+bb+*+(+00*c)(*))22*c(()-2*a1(/+1b-**+-bb-**-*a(b-(10(/b2ba//)b1)00a)0b+cb-))0(*0/(2/c0//b1/b0+(0/-))aa20*)**-b*a)-c/0*(1(-*b-c)()00c(+(/+c1(1a1c1a**)(b1cb++c((c0(*-/121/121/12b1-b10-1())-/)01-)c1a-0//*b00(-(a(b)1bab1c)0(2)(0)-b*c0/)cc)acc/01--+cba-+--b1a+12-0*+2c)12cc)a--(01)2(-)11ccc)b,incorrect
)1+2*+-(1+-)b)()0*)abcb)+bc//+(caa)0a)10b-b22ba2)1(1)a/2)1-a0*a-0/210)2(01201(2/a-((2a//0)bb12+c(aa2c(bcaaca(*10-*2)(1b(0((aa0)/1c10b*(a0)-c(1(00b)cbc(1/+)a(-ac-ab0()-c-)102-0*1a-0222)0+)*1/a)1abbc2c*--*220b10))ac20+-c+c)/1b++2+0200-1a--2cc-cb0a/++-/0b-++++/(*(a+0)b)(c2212(/1)+(/*(++--*0a(+*10)0c+cca1)c(c+aac10)/*/*b/b00+1)00))2(c(0(b)2bcaa/(c0cc)222()ac1ab(((c1ab1)(ba(b)cc(0c2a0/c-aa*2**a01+*-2(2b)+)(1)0))+0)c*(-0)ab1*ba(c(-c22(+a)*02+021*)/c0(-0bc0(a(00(()*(0a2cb),incorrect
(c)0(+011(a/-01/((1b/(caa/+)(b1(+(b/2*)*)*)bbb(21ac+0)*2(+-/cc2((a(-+a2+*ac1()((b)/b0*a/0+a)a)-b2()2ba(/+0b-1a(-0*(/12/2(/)+cb0/ccc((0(b/aca//(1(--b*+c/2b)*//2)0)a)a1211)0-(c/()b0100*b*/+1+b-b12+)00+)(/aaa+)-c-*bb/b12++2-(ab(0-(+(a1*bb-b-0*()(2b+1()2b+acc-(1(0+(2+(c2b)c00(*b)1c*cc((b212*cbbbc//*cc-aaaba/(1c))bbbb/1*)001((01+2-1c)c2b*a1/c)b0(ba(2+)(c*a)+c/+22-))/)0a(/(c+c--)*2a))2/*b/(20212(1/011-+a-b2))2)(1b1b()1(+a2(/ac21)bb*)(c*)(+-(0)/*)2))0*b(0-12(+0-a/2)(2-(/b(0bcc/ac0+)-+ca-c))))2(1*1(2/()))1+2))a+ab+1)12(1c-1ac101)ca0b)cacccc0)0122/1)(/--1-(20(c(*1-b1a((*(-+ab)*1-*b2/ac((/12()a(c(/021)c2-*/21112/+-*(++a-b-aaccbcc)b0c**112)()1)1aa*c)*(+b0-)c1(c0002+)aab2/)212*abc/(*c)+(b2)a))2(a(*a0*a-+1/010/1+01-((b)0)01c0)cb-c)c+)*0b)2))c)(aba-*10/0ca2ab()1-a(2/*00)caaa(*+0(b1(/0a((0b0-2c(((*1bb0))0)b+2b2)-(0)))()1(a+b0)-b)-2(/()(1+1)1(/a(+(((b(/a-2aaa*(2/*+*)/cc10a/c1)(a--1(-2121)c)0b(2-(+)22(0-*+b+2b(a1c(cc*a(a/1(2-2/b)*()-()b)b)2c)))*b21)c-)a+0/+-0))a/2,incorrect
+cbb/-0/a+))1-*(a1a0(0-b)(b)(ac(c10a/)a)**)1(ab*)(a(()a/1)b0)b/22+(0b(+1a)*/()a+a(((b*0ccc/b2)11(b2b*0b1+/b+0c)-*b**(01*cab)ca1/(-c(a(-*bc-(*-()+-2++(1)c1c202c(20(2(0ac+2121ca21-2/)12)ca+a+b))(/1(c*a1)+*a)+bbc)b+ac(++(b-ac21bc(*a0-2)0*a)02ab))*(-ac)01b)1-0+c1+0)b2+-(2)a)2+c/c/+(2-b1-)a()()(ba1cb(/0ab+12*()1*-*-1**(+c(-a*2b-2101*2a()+1)*c(0-2ab)0*a1+/*+-)/0)+(c)a++-/-(01c)a+b2(b1c))1-0ba0+ab--((-(*+12b(c(ab-))cc2/1ac)b)(11aa(c)1(*c+b(2/a*(c(-0,incorrect
b1)1(bc+)ca100b)2(b--01ab0ab(-(0*2/(c+bc1*2)*-(2((c/a(**c(0(+c111(0a0b))1(1b)0)b1)c)0)c1*+00c*20--b(0*)0*0cb)b+0-+c(ac/*a/(c1)a00)+-1/1)/--0)-0(100a0)*+)02+0b1)11a-a1)cccc2a21-))*2*(+a)0(1b*2a+/bba+)2)2*+a00)**bb)2b***1(0*002a))(*c22)0c+ccbc/c12*)c2/+22(-00))(a1)b(-)+)*10+b10)(cc/cc(/-c*)2)*b))01b2/c+)a-((/(***)2c0a**(c+(b(b*1021-*+(c/2bc)+cc)*bb*2b-b02ca/)a)b*22-2a021(0-a()20bb-+)1(b+cc(00)101c)2a/-1/*+)c2)+--2cb1b-c-)-+(-+c)1(c-/1)ac12aca())0+)0*))cab+2(1(+)*)(c)2//)(0a2-0*1a2a+c)a1(a/2-/-c-1()(,incorrect
